id,name,sex,grau,grau.date,grau.obs,uc-entrada,uc-entrada.date,uc-entrada.obs,uc-saida,uc-saida.date,uc-saida.obs,faculdade,faculdade.date,faculdade.obs,nota-processamento,nota-processamento.date,nota-processamento.obs,naturalidade,naturalidade.date,naturalidade.obs,faculdade-original,faculdade-original.date,faculdade-original.obs
216388,António Viegas,m,Doutor em Leis,1612-01-15,Doutor: 15.01.1612,1604-10-05,1604-10-05,,1612-01-15,1612-01-15,,Leis,1604-10-05,Leis,,,,Évora,1604-10-05,,,,
214550,António Vieira de Melo Sampaio,m,Doutor em Leis,1799-07-21,"Doutoramento 21.07.1799, Atos grandes n.º 2, fl. 178v.",1789-10-07,1789-10-07,,1799-07-21,1799-07-21,,Leis,1789-10-07,Leis,,,,Coimbra,1789-10-07,,,,
218513,António Vigier,m,Doutor em Cânones,1720-03-15,15.03.1720,1707-10-01,1707-10-01,,1724-10-01,1724-10-01,,Cânones,1707-10-01,Cânones,,,,Lisboa,1707-10-01,,,,
242668,António Vítor Gomes Ferreira de Magalhães Souto,m,Doutor em Cursos jurídicos (Cânones ou Leis),1814-07-22,"Doutoramento 22.07.1814, Atos Grandes n.º3, fl.84v",1807-10-06,1807-10-06,,1814-07-22,1814-07-22,,Cursos jurídicos (Cânones ou Leis),1807-10-06,Direito,,,,Vila da Feira,1807-10-06,,,,
195221,António Xavier,m,Doutor em Teologia,1719-02-12,12.02.1719,1706-10-10,1706-10-10,,1719-02-12,1719-02-12,,Teologia,1706-10-10,Teologia,,,,,,,,,
199853,António Xavier da Costa,m,Doutor em Leis,1761-07-05,"Doutoramento 05.07.1761, Atos n.º 95, fl. 93",1753-10-01,1753-10-01,,1761-07-05,1761-07-05,,Leis,1753-10-01,Leis,,,,Castelo de Vide,1753-10-01,,,,
225459,António Xavier da Silva,m,Doutor em Cursos jurídicos (Cânones ou Leis),1785-07-10,"Doutoramento 10.07.1785, Atos grandes n.º 1, fl. 177v.",1779-10-00,1779-10-00,,1785-07-10,1785-07-10,,Cursos jurídicos (Cânones ou Leis),1779-10-00,Direito,,,,Arrifana,1779-10-00,,,,
271613,António da Anunciação,m,Doutor em Teologia,1746-01-09,"09.01.1746, Atos e Graus 80, fl. 10 v.",1745-12-16,1745-12-16,,1746-01-09,1746-01-09,,Teologia,1745-12-16,Teologia,,,,,,,,,
271611,António da Anunciação,m,Doutor em Teologia,1746-07-25,25.07.1746,1746-04-30,1746-04-30,,1746-07-25,1746-07-25,,Teologia,1746-04-30,Teologia,,,,,,,,,
195492,António da Conceição,m,Doutor em (Telogia),1796-07-24,"Doutoramento 24.07.1796, Atos grandes n.º 2, fl. 172",1788-10-08,1788-10-08,,1796-07-24,1796-07-24,,(Telogia),1788-10-08,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Telogia para (Telogia),Teologia.",Sousel,1788-10-08,,Telogia,1788-10-08,
195492,António da Conceição,m,Doutor em (Telogia),1796-07-24,"Doutoramento 24.07.1796, Atos grandes n.º 2, fl. 172",1788-10-08,1788-10-08,,1796-07-24,1796-07-24,,(Telogia),1788-10-08,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Telogia para (Telogia),Teologia.",Sousel,1788-10-08,,Telogia,1788-10-08,
195496,António da Conceição,m,Doutor em Teologia,1683-05-23,Doutor 23.05.1683,1670-00-00,1670-00-00,,1683-10-15,1683-10-15,,Teologia,1670-00-00,Teologia,,,,,,,,,
195499,António da Conceição,m,Doutor em Teologia,1691-10-04,Doutor 04.10.1691,1683-10-01,1683-10-01,,1691-10-04,1691-10-04,,Teologia,1683-10-01,Teologia,,,,,,,,,
195492,António da Conceição,m,Doutor em (Telogia),1796-07-24,"Doutoramento 24.07.1796, Atos grandes n.º 2, fl. 172",1788-10-08,1788-10-08,,1796-07-24,1796-07-24,,Teologia,1788-10-08,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Telogia para (Telogia),Teologia.",Sousel,1788-10-08,,Telogia,1788-10-08,
195492,António da Conceição,m,Doutor em (Telogia),1796-07-24,"Doutoramento 24.07.1796, Atos grandes n.º 2, fl. 172",1788-10-08,1788-10-08,,1796-07-24,1796-07-24,,Teologia,1788-10-08,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Telogia para (Telogia),Teologia.",Sousel,1788-10-08,,Telogia,1788-10-08,
199371,António da Costa,m,Doutor em Cânones,1597-06-06,Doutor 06.06.1597,1596-10-07,1596-10-07,,1605-11-17,1605-11-17,,Cânones,1596-10-07,Cânones,,,,Lisboa,1596-10-07,,,,
199280,António da Costa,m,Doutor em Teologia,1655-05-21,Doutor 21.05.1655,1645-11-29,1645-11-29,,1655-05-21,1655-05-21,,Teologia,1645-11-29,Teologia,,,,Canavezes,1645-11-29,,,,
240748,António da Costa Falcão,m,Doutor em Medicina,1720-02-19,Doutor 19.02.1720,1711-10-01,1711-10-01,,1720-02-19,1720-02-19,,Medicina,1711-10-01,Medicina,,,,Sardoal,1711-10-01,,,,
207572,António da Cruz,m,Doutor em Teologia,1555-07-28,Doutor 28.07.1555,1549-00-00,1549-00-00,,1555-07-28,1555-07-28,,Teologia,1549-00-00,Teologia,,,,Lisboa,1549-00-00,,,,
207534,António da Cruz,m,Doutor em Teologia,1651-05-20,Vésperas e Doutor 20.05.1651,1649-07-19,1649-07-19,,1651-05-20,1651-05-20,,Teologia,1649-07-19,Teologia,,,,,,,,,
244834,António da Cruz Ferreira,m,Doutor em Teologia,1720-06-02,Doutor 02.06.1720,1719-11-28,1719-11-28,,1726-10-01,1726-10-01,,Teologia,1719-11-28,Teologia,,,,Borba,1719-11-28,,,,
208857,António da Cunha,m,Doutor em Leis,1584-04-15,Doutor 15.04.1584,1573-12-03,1573-12-03,,1584-04-15,1584-04-15,,Leis,1573-12-03,Leis,,,,Lamego,1573-12-03,,,,
168659,António da Cunha Pereira de Neiva,m,Doutor em Cursos jurídicos (Cânones ou Leis),1835-12-20,"Doutoramento 20.12.1835, fl. 100",1823-10-29,1823-10-29,,1835-12-20,1835-12-20,,Cursos jurídicos (Cânones ou Leis),1823-10-29,Direito,,,,Ançã,1823-10-29,,,,
235323,António da Cunha e Sousa,m,Doutor em Cânones,1812-07-26,"Doutoramento 26.07.1812, Atos grandes n.º 3, fl. 37v.",1804-10-22,1804-10-22,,1812-07-26,1812-07-26,,Cânones,1804-10-22,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Direito? para Cânones,Leis.",Souselas,1804-10-22,,Direito?,1804-10-22,
235323,António da Cunha e Sousa,m,Doutor em Cânones,1812-07-26,"Doutoramento 26.07.1812, Atos grandes n.º 3, fl. 37v.",1804-10-22,1804-10-22,,1812-07-26,1812-07-26,,Leis,1804-10-22,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Direito? para Cânones,Leis.",Souselas,1804-10-22,,Direito?,1804-10-22,
276381,António da Encarnação,m,Doutor em Teologia,1737-05-26,"26.05.1737, Atos e graus 72, fl. 17 v.",1737-04-13,1737-04-13,,1737-05-26,1737-05-26,,Teologia,1737-04-13,Teologia,,,,,,,,,
165267,António da Encarnação,m,Doutor em Teologia,1770-10-04,"04.10.1770, Atos 105, fl. 3v.",1759-10-01,1759-10-01,,1770-10-04,1770-10-04,,Teologia,1759-10-01,Teologia,,,,,,,,,
139563,António da Fonseca,m,Doutor em Leis,1564-12-17,doutor em 17.12.1564,1555-00-00,1555-00-00,,1564-12-17,1564-12-17,,Leis,1555-00-00,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Leis,Coimbra,1555-00-00,,,,
180266,António da Graça,m,Doutor em Teologia,1633-10-16,Doutor 16.10.1633,1633-06-20,1633-06-20,,1633-10-16,1633-10-16,,Teologia,1633-06-20,Teologia,,,,,,,,,
147377,António da Maia Machado Aranha,m,Doutor em Leis,1669-10-20,"""1669/10/20""",1661-10-01,1661-10-01,,1669-10-20,1669-10-20,,Leis,1661-10-01,Leis,,,,Coimbra,1661-10-01,,,,
287672,António da Mota,m,Doutor em Teologia,1759-07-26,"Doutoramento 26.07.1759, Atos n.º 93, fl. 15v.",1759-07-26,1759-07-26,,1759-07-26,1759-07-26,,Teologia,1759-07-26,Teologia,,,,,,,,,
177370,António da Mota Garcia,m,Doutor em Cânones,1685-01-21,Doutor 21.01.1685,1677-10-01,1677-10-01,,1685-01-21,1685-01-21,,Cânones,1677-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Tomar,1677-10-01,,Cânones,1677-10-01,
177370,António da Mota Garcia,m,Doutor em Cânones,1685-01-21,Doutor 21.01.1685,1677-10-01,1677-10-01,,1685-01-21,1685-01-21,,Leis,1677-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Tomar,1677-10-01,,Cânones,1677-10-01,
209821,António da Mota Leite,m,Doutor em Cânones,1728-07-11,Doutor 11.07.1728,1723-10-01,1723-10-01,,1728-07-11,1728-07-11,,Cânones,1723-10-01,Cânones,,,,Rio de Janeiro,1723-10-01,,,,
284774,António da Mãe de Deus,m,Doutor em Teologia,1746-06-29,Doutoramento 29.06.1746 Atos e graus n.º 80,1746-04-18,1746-04-18,,1746-06-29,1746-06-29,,Teologia,1746-04-18,Teologia,,,,,,,,,
168132,António da Natavidade,m,Doutor em Teologia,1727-06-24,Doutor 24.06.1727,1720-10-01,1720-10-01,,1727-06-24,1727-06-24,,Teologia,1720-10-01,Teologia,,,,,,,,,
240998,António da Piedade,m,Doutor em Teologia,1717-07-04,04.07.1717,1708-10-01,1708-10-01,,1717-07-04,1717-07-04,,Teologia,1708-10-01,Teologia,,,,,,,,,
137686,António da Ressurreição,m,Doutor em Teologia,1622-11-08,Incorporação dos Atos de Teologia até ao Doutor em 08.11.1622: Atos e graus 27.caderno 1º fl. 2,1622-11-08,1622-11-08,,1622-11-08,1622-11-08,,Teologia,1622-11-08,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Teologia,,,,,,
245028,António da Rocha Ferreira,m,Doutor em Cânones,1727-07-06,Doutor 06.07.1727,1721-10-01,1721-10-01,,1727-07-06,1727-07-06,,Cânones,1721-10-01,Cânones,,,,Baía,1721-10-01,,,,
142120,António da Silva Almeida,m,Doutor em Cânones,1771-07-21,"21.07.1771, Atos 105, fl. 130 v.",1762-10-01,1762-10-01,,1771-07-21,1771-07-21,,Cânones,1762-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Porto,1762-10-01,,Leis,1762-10-01,
142120,António da Silva Almeida,m,Doutor em Cânones,1771-07-21,"21.07.1771, Atos 105, fl. 130 v.",1762-10-01,1762-10-01,,1771-07-21,1771-07-21,,Leis,1762-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Porto,1762-10-01,,Leis,1762-10-01,
245066,António da Silva Ferreira,m,Doutor em Leis,1795-05-31,"31.05.1795, fl. 172",1789-10-30,1789-10-30,,1795-05-31,1795-05-31,,Leis,1789-10-30,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,Porto,1789-10-30,,Direito,1789-10-30,
182657,António da Silva Magalhães,m,Doutor em Cânones,1726-06-23,Doutor 23.06.1726,1719-10-01,1719-10-01,,1726-06-23,1726-06-23,,Cânones,1719-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Porto,1719-10-01,,Cânones,1719-10-01,
182657,António da Silva Magalhães,m,Doutor em Cânones,1726-06-23,Doutor 23.06.1726,1719-10-01,1719-10-01,,1726-06-23,1726-06-23,,Leis,1719-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Porto,1719-10-01,,Cânones,1719-10-01,
145067,António da Silva de Amaral,m,Doutor em Cânones,1761-06-29,"29.06.1761, Atos 95, fl. 91 v.",1755-10-01,1755-10-01,,1761-06-29,1761-06-29,,Cânones,1755-10-01,Cânones,,,,Luanda,1755-10-01,,,,
230346,António da Silveira,m,Doutor em Cânones,1623-11-19,Doutor 19.11.1623,1613-10-21,1613-10-21,,1623-11-19,1623-11-19,,Cânones,1613-10-21,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cânones,Évora,1613-10-21,,,,
230349,António da Silveira,m,Doutor em Cânones,1634-12-18,Doutor 18.12.1634,1616-10-11,1616-10-11,,1634-12-18,1634-12-18,,Cânones,1616-10-11,Cânones,,,,Lisboa,1616-10-11,,,,
140551,António de Abreu,m,Doutor em Leis,1619-11-00,00.11.1619,1609-11-09,1609-11-09,,1619-11-01,1619-11-01,,Leis,1609-11-09,Leis,,,,Serpa,1609-11-09,,,,
140538,António de Abreu,m,Doutor em Medicina,1679-07-09,09.07.1679,1670-10-01,1670-10-01,,1679-07-19,1679-07-19,,Medicina,1670-10-01,Medicina,,,,Coimbra,1670-10-01,,,,
208880,António de Albergaria Monteiro e Vasconcelos,m,Doutor em Cânones,1784-07-18,Doutoramento 18.07.1784 Atos Grandes n.º 1 fl. 175v.,1777-11-04,1777-11-04,,1784-07-18,1784-07-18,,Cânones,1777-11-04,Cânones,,,,Lamego,1777-11-04,,,,
142536,António de Almeida,m,Doutor em Cânones,1562-01-25,"""1562/01/25""",1555-07-15,1555-07-15,,1562-01-25,1562-01-25,,Cânones,1555-07-15,Cânones,,,,Barcelos,1555-07-15,,,,
132347,António de Almeida Cardoso e Figueiredo,m,Doutor em Cânones,1752-01-30,"30.01.1752, fl. 109 v.",1746-00-00,1746-00-00,,1752-01-30,1752-01-30,,Cânones,1746-00-00,Cânones,,,,Nova Colónia,1746-00-00,,,,
136417,António de Andrade Rego,m,Doutor em Cânones,1695-07-24,Doutor 24.07.1695,1688-10-01,1688-10-01,,1695-07-24,1695-07-24,,Cânones,1688-10-01,Cânones,,,,Lisboa,1688-10-01,,,,
145408,António de Andrade do Amaral,m,Doutor em Leis,1719-07-23,"""1719/07/23""",1712-10-01,1712-10-01,,1719-07-23,1719-07-23,,Leis,1712-10-01,Leis,,,,Viseu,1712-10-01,,,,
182579,António de Assis Teixeira de Magalhães,m,Doutor em Direito,1876-07-16,"Doutoramento 16.07.1876, Atos grandes n.º 6, fl. 138v.",1869-10-02,1869-10-02,,1876-07-16,1876-07-16,,Direito,1869-10-02,Direito,,,,Felgueiras,1869-10-02,,,,
148523,António de Assunção,m,Doutor em Teologia,1607-11-04,"""1607/11/04""",1597-05-07,1597-05-07,,1607-11-04,1607-11-04,,Teologia,1597-05-07,Teologia,,,,,,,,,
148893,António de Azevedo,m,Doutor em Leis,1710-07-06,06.07.1710,1704-10-01,1704-10-01,,1710-07-06,1710-07-06,,Leis,1704-10-01,Leis,,,,Lisboa,1704-10-01,,,,
148871,António de Azevedo,m,Doutor em Teologia,1721-07-30,30.07.1721,1714-10-01,1714-10-01,,1721-07-30,1721-07-30,,Teologia,1714-10-01,Teologia,,,,Coimbra,1714-10-01,,,,
151634,António de Barros,m,Doutor em Cânones,1561-05-18,"""1561/05/18""",1550-10-00,1550-10-00,,1561-05-18,1561-05-18,,Cânones,1550-10-00,Cânones,,,,Valença do Minho,1550-10-00,,,,
277534,António de Barros Figueiredo Cardoso,m,Doutor em Cânones,1783-06-01,"01.06.1783, fl. 170",1780-06-07,1780-06-07,,1783-06-01,1783-06-01,,Cânones,1780-06-07,Cânones,,,,Viseu,1780-06-07,,,,
253878,António de Barros Lopo,m,Doutor em Leis,1796-07-10,"Doutoramento 10.07.1796, Atos grandes n.º 2, fl. 174v.",1790-10-30,1790-10-30,,1796-07-10,1796-07-10,,Leis,1790-10-30,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,"Baía, Brasil",1790-10-30,,Direito,1790-10-30,
174399,António de Brito e Castro de Figueiredo e Melo,m,Doutor em Leis,1800-10-05,"Doutoramento 05.10.1800, Atos grandes n.º 2, fl. 178v.",1794-10-31,1794-10-31,,1800-10-05,1800-10-05,,Leis,1794-10-31,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,Coimbra,1794-10-31,,Direito,1794-10-31,
152996,António de Carvalho,m,Doutor em Cânones,1572-10-01,,1572-10-01,1572-10-01,,1578-06-01,1578-06-01,,Cânones,1572-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1572-10-01,,Leis,1572-10-01,
152996,António de Carvalho,m,Doutor em Cânones,1572-10-01,,1572-10-01,1572-10-01,,1578-06-01,1578-06-01,,Leis,1572-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1572-10-01,,Leis,1572-10-01,
281653,António de Carvalho e Brito,m,Doutor em Medicina,1740-05-15,Doutoramento 15.05.1740,1732-04-02,1732-04-02,,1740-05-15,1740-05-15,,Medicina,1732-04-02,Medicina,,,,Coimbra,1732-04-02,,,,
189291,António de Castelo Branco,m,Doutor em Leis,1678-02-12,Doutor 12.02.1678,1664-10-01,1664-10-01,,1678-02-12,1678-02-12,,Leis,1664-10-01,Leis,,,,Ois,1664-10-01,,,,
190151,António de Castro,m,Doutor em Teologia,1736-10-04,Doutoramento 04.10.1736,1725-10-01,1725-10-01,,1736-10-04,1736-10-04,,Teologia,1725-10-01,Teologia,,,,,,,,,
242906,António de Faria,m,Doutor em Teologia,1679-07-30,Doutor 30.07.1679,1666-10-19,1666-10-19,,1688-10-21,1688-10-21,,Teologia,1666-10-19,Teologia,,,,São Miguel de Lousada,1666-10-19,,,,
132149,António de Figueiredo,m,Doutor em (Telogia),1582-04-30,Doutor 30.04.1582,1573-10-01,1573-10-01,,1582-04-30,1582-04-30,,(Telogia),1573-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Telogia para (Telogia),Teologia.",,,,Telogia,1573-10-01,
132149,António de Figueiredo,m,Doutor em (Telogia),1582-04-30,Doutor 30.04.1582,1573-10-01,1573-10-01,,1582-04-30,1582-04-30,,(Telogia),1573-10-01,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Telogia para (Telogia),Teologia.",,,,Telogia,1573-10-01,
132149,António de Figueiredo,m,Doutor em (Telogia),1582-04-30,Doutor 30.04.1582,1573-10-01,1573-10-01,,1582-04-30,1582-04-30,,Teologia,1573-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Telogia para (Telogia),Teologia.",,,,Telogia,1573-10-01,
132149,António de Figueiredo,m,Doutor em (Telogia),1582-04-30,Doutor 30.04.1582,1573-10-01,1573-10-01,,1582-04-30,1582-04-30,,Teologia,1573-10-01,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Telogia para (Telogia),Teologia.",,,,Telogia,1573-10-01,
179927,António de Gouveia,m,Doutor em Cânones,1654-07-22,Doutor 22.07.1654,1645-10-07,1645-10-07,,1660-10-25,1660-10-25,,Cânones,1645-10-07,Cânones,,,,Leiria,1645-10-07,,,,
176681,António de Gouveia Osório,m,Doutor em Leis,1794-06-29,"Doutoramento 29.06.1794, fl. 169",1783-10-04,1783-10-04,,1794-06-29,1794-06-29,,Leis,1783-10-04,Leis,,,,Vila Mendo,1783-10-04,,,,
308305,António de Jesus da Silva,m,Doutor em Cânones,1739-10-13,Doutoramento 13.10.1739,1737-04-03,1737-04-03,,1739-10-13,1739-10-13,,Cânones,1737-04-03,Cânones,,,,Coimbra,1737-04-03,,,,
182631,António de Magalhães,m,Doutor em Teologia,1804-10-07,"Doutoramento 07.10.1804, Atos grandes n.º 3, fl. 26",1789-10-26,1789-10-26,,1804-10-07,1804-10-07,,Teologia,1789-10-26,Teologia,,,,Porto,1789-10-26,,,,
296980,António de Magalhães Coelho e Seixas,m,Doutor em Cânones,1761-06-04,"Doutoramento 04.06.1761, Atos n.º 95, fl. 91v.",1761-06-04,1761-06-04,,1761-06-04,1761-06-04,,Cânones,1761-06-04,Cânones,,,,,,,,,
185419,António de Matos Bernardes,m,Doutor em Cânones,1684-07-20,Doutor 20.07.1684,1676-10-01,1676-10-01,,1684-07-20,1684-07-20,,Cânones,1676-10-01,Cânones,,,,Turcifal,1676-10-01,,,,
226296,António de Matos Pereira,m,Doutor em Leis,1721-10-04,04.10.1721,1714-10-01,1714-10-01,,1721-10-04,1721-10-04,,Leis,1714-10-01,Leis,,,,Torres Vedras,1714-10-01,,,,
214222,António de Mendonça,m,Doutor em Cânones,1625-07-31,"Doutor, 31.07.1625",1613-10-15,1613-10-15,,1625-10-02,1625-10-02,,Cânones,1613-10-15,Cânones,,,,Lisboa,1613-10-15,,,,
234757,António de Menezes,m,Doutor em Cânones,1556-02-03,"Doutor em Cânones, 03.02.1556",1540-12-29,1540-12-29,,1556-02-03,1556-02-03,,Cânones,1540-12-29,Cânones,,,,Corte,1540-12-29,,,,
234748,António de Menezes,m,Doutor em Teologia,1770-11-21,"Doutoramento 21.11.1770, Atos n.º 105, fl. 22v.",1762-10-01,1762-10-01,,1770-11-21,1770-11-21,,Teologia,1762-10-01,Teologia,,,,,,,,,
286703,António de Miranda,m,Doutor em Cânones,1773-07-11,"Doutoramento 11.07.1773, Atos n.º 1, fl. 4",1770-07-20,1770-07-20,,1773-07-11,1773-07-11,,Cânones,1770-07-20,Cânones,,,,Lisboa,1770-07-20,,,,
199621,António de Morais da Costa,m,Doutor em Cânones,1720-07-26,Doutor 26.07.1720,1714-10-01,1714-10-01,,1720-07-26,1720-07-26,,Cânones,1714-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Linhares,1714-10-01,,Cânones,1714-10-01,
199621,António de Morais da Costa,m,Doutor em Cânones,1720-07-26,Doutor 26.07.1720,1714-10-01,1714-10-01,,1720-07-26,1720-07-26,,Leis,1714-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Linhares,1714-10-01,,Cânones,1714-10-01,
287080,António de Napoles,m,Doutor em Leis,1739-06-08,"Incorporação no grau de Doutor em Cânones e graduado na faculdade de Leis, 08.06.1739, Actos e graus n.º 73, fl. 146v.",1739-06-08,1739-06-08,,1739-06-08,1739-06-08,,Cânones,1739-06-08,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lisboa,1739-06-08,,Cânones,1739-06-08,
287080,António de Napoles,m,Doutor em Leis,1739-06-08,"Incorporação no grau de Doutor em Cânones e graduado na faculdade de Leis, 08.06.1739, Actos e graus n.º 73, fl. 146v.",1739-06-08,1739-06-08,,1739-06-08,1739-06-08,,Leis,1739-06-08,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lisboa,1739-06-08,,Cânones,1739-06-08,
168387,António de Nazaré,m,Doutor em Teologia,1619-07-03,Doutor 03.07.1619,1619-02-04,1619-02-04,,1619-07-03,1619-07-03,,Teologia,1619-02-04,Teologia,,,,,,,,,
242921,António de Pina,m,Doutor em Medicina,1630-10-04,Doutor: 04.10.1630,1616-12-12,1616-12-12,,1630-10-04,1630-10-04,,Medicina,1616-12-12,Medicina,,,,Fornos de Algodres,1616-12-12,,,,
249717,António de Portes,m,Doutor em Teologia,1698-06-15,15.06.1698,1691-10-01,1691-10-01,,1698-06-15,1698-06-15,,Teologia,1691-10-01,Teologia,,,,,,,,,
155121,António de Pádua da Silva Ribeiro,m,Doutor em Leis,1785-06-20,"Doutoramento 20.06.1785, Atos n.º 1, fl. 141",1778-10-23,1778-10-23,,1789-10-07,1789-10-07,,Leis,1778-10-23,Leis,,,,Setúbal,1778-10-23,,,,
286933,António de Queirós Monteiro,m,Doutor em Cânones,1741-07-21,Doutoramento 21.07.1741,1741-07-27,1741-07-27,,1741-07-31,1741-07-31,,Cânones,1741-07-27,Cânones,,,,"Minas Gerais, Brasil",1741-07-27,,,,
137780,António de Resende,m,Doutor em Cânones,1612-07-08,Doutor 08.07.1612,1598-11-12,1598-11-12,,1612-07-08,1612-07-08,,Cânones,1598-11-12,Cânones,,,,"Colares, Lisboa",1598-11-12,Colares (Lisboa),,,
214409,António de Sampaio,m,Doutor em Teologia,1651-04-23,Doutor 23.04.1651,1645-06-03,1645-06-03,,1651-04-23,1651-04-23,,Teologia,1645-06-03,Teologia,,,,,,,,,
149786,António de Sampaio Bacelar,m,Doutor em Cânones,1703-12-13,13.12.1703,1695-10-01,1695-10-01,,1733-10-01,1733-10-01,,Cânones,1695-10-01,Cânones,,,,"Algoso, Vimieiro",1695-10-01,,,,
181733,António de Sande Machado,m,Doutor em Cânones,1705-10-11,Doutor 11.10.1705,1698-10-01,1698-10-01,,1705-10-11,1705-10-11,,Cânones,1698-10-01,Cânones,,,,Penacova,1698-10-01,,,,
286883,António de Santa Clara do Monte Falco,m,Doutor em Teologia,1817-07-13,"Doutoramento 13.07.1817 Aprovado Nemine Discrepante, Atos e graus n.º 3, fl. 78",1807-06-03,1807-06-03,,1817-07-13,1817-07-13,,Teologia,1807-06-03,Teologia,,,,Vila do Conde,1807-06-03,,,,
216910,António de Santa Maria,m,Doutor em Teologia,1722-06-07,Doutor 07.06.1722,1722-02-14,1722-02-14,,1722-06-07,1722-06-07,,Teologia,1722-02-14,Teologia,,,,,,,,,
217037,António de Santa Rita,m,Doutor em Teologia,1814-07-17,"Doutoramento 17.07.1814, Atos grandes n.º 3, fl. 74",1806-10-29,1806-10-29,,1814-07-17,1814-07-17,,Teologia,1806-10-29,Teologia,,,,Alvações,1806-10-29,,,,
217147,António de Santa Teresa,m,Doutor em Teologia,1786-07-09,"Doutoramento 09.07.1786, Atos grandes n.º 1, fl. 119v.",1749-10-01,1749-10-01,,1786-07-09,1786-07-09,,Teologia,1749-10-01,Teologia,,,,,,,,,
217556,António de Santo Agostinho,m,Doutor em Teologia,1723-04-11,Doutor 11.04.1723,1722-10-02,1722-10-02,,1723-04-11,1723-04-11,,Teologia,1722-10-02,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Teologia,,,,,,
235013,António de Sousa,m,Doutor em Medicina,1706-05-13,Doutor 13.05.1706,1697-10-01,1697-10-01,,1706-05-13,1706-05-13,,Medicina,1697-10-01,Medicina,,,,Lisboa,1697-10-01,,,,
134757,António de Sousa Delicado,m,Doutor em Cânones,1707-03-31,31.03.1707,1698-01-02,1698-01-02,,1707-03-31,1707-03-31,,Cânones,1698-01-02,Cânones,,,,Massarelos,1698-01-02,,,,
245414,António de Sousa Mexia,m,Doutor em Leis,1754-07-25,"Doutoramento 25.07.1754, Atos n.º 88, fl. 130v.",1749-10-01,1749-10-01,,1754-07-25,1754-07-25,,Leis,1749-10-01,Leis,,,,Lisboa,1749-10-01,,,,
183307,António de Sousa de Macedo,m,Doutor em Leis,1629-11-15,,1629-11-15,1629-11-15,,1632-06-06,1632-06-06,,Leis,1629-11-15,Leis,,,,Lisboa,1629-11-15,,,,
204803,António de Sousa e Silva Costa Lobo,m,Doutor em Direito,1864-07-24,"Doutoramento 24.07.1864, Atos grandes n.º 4, fl. 130",1857-10-02,1857-10-02,,1864-07-24,1864-07-24,,Direito,1857-10-02,Direito,,,,Porto,1857-10-02,,,,
217986,António de São Bernardo,m,Doutor em Teologia,1679-04-30,Doutor 30.04.1679,1669-10-01,1669-10-01,,1679-04-30,1679-04-30,,Teologia,1669-10-01,Teologia,,,,,,,,,
218121,António de São Boaventura,m,Doutor em Teologia,1732-10-14,Doutoramento 14.10.1732,1720-10-01,1720-10-01,,1732-10-14,1732-10-14,,Teologia,1720-10-01,Teologia,,,,,,,,,
